Row,username,Total,T1,T2,quote_farsi,quote_english,T3,T4,T5,T6,T7,T8,T9,T10,T11
5709,Sarisa1841151,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5710,Ari1599791,5,1,0,0,0,1,1,0,0,1,0,1,0,0
5711,AlienAlien2026,7,1,1,0,0,1,1,0,1,0,1,0,0,1
5712,MarinaIran2026,7,1,0,0,0,1,0,0,1,1,1,1,1,0
5713,Leia202325,3,1,0,0,0,1,0,0,0,0,0,0,1,0
5714,zaneezibaa,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5715,Lalehbmsi,6,1,1,0,0,1,0,0,1,0,0,0,1,1
5716,SarahJavxh,8,1,1,0,0,1,1,1,0,1,0,0,1,1
5717,JalilJalali91,2,1,1,0,0,0,0,0,0,0,0,0,0,0
5718,Salmonnnn8,3,1,0,0,0,0,0,0,1,1,0,0,0,0
5719,Atefeh2b,6,1,1,0,0,1,0,0,0,0,1,1,1,0
5720,mahali0105,9,1,1,0,0,1,1,0,1,1,0,1,1,1
5721,Riyafar,3,1,0,0,0,0,0,0,0,0,0,0,1,1
5722,moonimoon24,3,1,0,0,0,1,1,0,0,0,0,0,0,0
5723,meysicom,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5724,doost_iran_,3,1,1,0,0,0,1,0,0,0,0,0,0,0
5725,Me74133472,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5726,Jegar_khoon,6,1,1,0,0,1,1,0,1,1,0,0,0,0
5727,YektaaHoney,9,1,0,0,0,1,1,1,1,1,1,1,1,0
5728,KianHakhamanesh,3,1,1,0,0,1,0,0,0,0,0,0,0,0
5729,milimaller,5,1,0,0,0,1,0,0,0,1,0,1,0,1
5730,ShahAbb30281390,9,1,1,0,0,1,1,1,1,1,1,1,0,0
5731,IranInsight26,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5732,sorenapersisch,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5733,Bachhmann,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5734,trbch549636,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5735,piovanpure,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5736,Khorshid99,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5737,fanii6226,6,1,1,0,0,1,0,0,0,1,1,1,0,0
5738,AsadiNaeim,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5739,Jsh_9454,11,1,1,0,0,1,1,1,1,1,1,1,1,1
5740,hamidreza882,5,1,0,0,0,1,0,0,0,0,1,1,1,0
5741,Lilipa2026,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5742,A1137217,8,1,0,0,0,1,0,0,1,1,1,1,1,1
5743,Mahbanu437457,3,1,0,0,0,1,0,1,0,0,0,0,0,0
5744,V4vendettaaaaa,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5745,JAVIDSHAH4EVER6,5,1,1,0,0,0,0,0,1,1,1,0,0,0
5746,karenfromIRAN,5,1,1,0,0,1,1,1,0,0,0,0,0,0
5747,Mojan85275989,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5748,GT1397230,3,1,1,0,0,0,0,0,1,0,0,0,0,0
5749,Cyrus_Iran4ever,2,1,1,0,0,0,0,0,0,0,0,0,0,0
5750,Pahlavikhah1990,6,1,0,0,0,0,1,0,1,0,1,1,1,0
5751,FreierIran,9,1,1,0,0,1,1,1,1,1,1,1,0,0
5752,minoobanoo9,10,1,1,0,0,1,1,1,1,1,1,1,1,0
5753,laviedenikoo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5754,Mahroo44,6,1,1,0,0,1,0,0,1,1,1,0,0,0
5755,BJazooyeh3000,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5756,No6aos,2,1,0,0,0,1,0,0,0,0,0,0,0,0
5757,who_sh_ang,7,1,1,0,0,0,1,1,1,1,0,0,1,0
5758,Aidaaa2xt,4,1,1,0,0,0,0,0,0,1,0,0,0,1
5759,Arezooblz,6,1,1,0,0,1,0,0,0,0,0,1,1,1
5760,bahar_pars42785,8,1,0,0,0,1,1,0,0,1,1,1,1,1
5761,Kikimiaoo,3,1,0,0,0,0,1,0,1,0,0,0,0,0
5762,AiDa_86h,6,1,1,0,0,1,0,0,0,1,0,1,1,0
5763,garfildd99,2,1,0,0,0,0,0,1,0,0,0,0,0,0
5764,DianaMa97219018,5,1,0,0,0,1,0,0,0,1,1,0,1,0
5765,luna3007it,8,1,1,0,0,0,1,0,1,1,1,0,1,1
5766,Prashant0sm,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5767,SunLion2584,8,1,1,0,0,0,0,0,1,1,1,1,1,1
5768,parinazz_aa,5,1,1,0,0,1,0,0,0,1,0,0,1,0
5769,BenyaminPishdad,5,1,1,0,0,1,1,1,0,0,0,0,0,0
5770,MrDarkTor,5,1,0,0,0,1,0,0,0,1,0,1,1,0
5771,meshrage56504,6,1,1,0,0,1,0,0,1,1,0,0,1,0
5772,mohamma16781575,8,1,1,0,0,1,0,1,0,0,1,1,1,1
5773,Halaharkee,5,1,0,0,0,1,0,0,0,1,0,0,1,1
5774,Rezashahkabbier,3,1,0,0,0,1,0,0,0,0,0,1,0,0
5775,khabooshanism,2,1,0,0,0,1,0,0,0,0,0,0,0,0
5776,Va_Tan_Am,10,1,1,0,0,1,1,1,1,1,1,1,1,0
5777,ghodghodbimahal,5,1,1,0,0,1,0,1,0,1,0,0,0,0
5778,golbarg_teh,11,1,1,0,0,1,1,1,1,1,1,1,1,1
5779,ZahraTorino2001,2,1,1,0,0,0,0,0,0,0,0,0,0,0
5780,tommymorninstar,6,1,1,0,0,0,0,1,1,1,1,0,0,0
5781,PoursinaMohsen,7,1,1,0,0,1,0,0,0,1,1,0,1,1
5782,nooshinmeshkaty,7,1,1,0,0,1,1,1,1,1,0,0,0,0
5783,naghmehIran,2,1,0,0,0,1,0,0,0,0,0,0,0,0
5784,ojoobeha,4,1,0,0,0,1,0,0,1,0,0,1,0,0
5785,Parnia28462692,8,1,1,0,0,1,1,1,0,1,0,1,0,1
5786,lajoiemondiale,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5787,kaftarbas,7,1,1,0,0,1,1,1,0,1,1,0,0,0
5788,azar87020677,10,1,1,0,0,1,1,1,0,1,1,1,1,1
5789,FaranakAzad1,9,1,1,0,0,1,1,0,1,1,1,1,1,0
5790,LucaSawaki,3,1,0,0,0,0,1,0,0,0,0,0,0,1
5791,IraniIrani26,3,1,0,0,0,1,0,0,0,0,0,0,0,1
5792,pahlavireturn26,5,1,1,0,0,1,0,0,1,0,1,0,0,0
5793,meowwbi,3,1,0,0,0,1,0,0,1,0,0,0,0,0
5794,Parsa1279694,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5795,daryadar0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
5796,Vida_Bidar,6,1,0,0,0,0,0,0,0,1,1,1,1,1
5797,mo98491,6,1,1,0,0,1,0,0,1,0,0,1,1,0
5798,minaKar2062,2,1,0,0,0,1,0,0,0,0,0,0,0,0
5799,TheMillHouse36,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5800,iHeartONieU,9,1,0,0,0,1,1,0,1,1,1,1,1,1
5801,Tonychaghi,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5802,SedighAmir86624,4,1,1,0,0,0,0,0,0,0,1,1,0,0
5803,Olaadjlm,8,1,1,0,0,1,0,0,0,1,1,1,1,1
5804,fuckfemenism137,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5805,azami_sara,6,1,1,0,0,1,0,0,0,1,0,0,1,1
5806,atii9999,2,1,0,0,0,1,0,0,0,0,0,0,0,0
5807,Padegani2581,3,1,0,0,0,0,1,0,1,0,0,0,0,0
5808,Unimmigrantseul,9,1,1,0,0,1,0,0,1,1,1,1,1,1
5809,Mahyklnt,2,1,0,0,0,0,0,0,0,0,0,1,0,0
5810,PADENA21,7,1,1,0,0,0,0,1,0,0,1,1,1,1
5811,Ana311118216720,2,1,1,0,0,0,0,0,0,0,0,0,0,0
5812,nZMhZ5oBXXWX2xM,7,1,1,0,0,1,1,0,0,1,0,1,1,0
5813,mandie9675,2,1,0,0,0,1,0,0,0,0,0,0,0,0
5814,Amis29881319,5,1,0,0,0,1,0,1,0,0,1,1,0,0
5815,Parmis_parmis1,10,1,1,0,0,1,1,1,1,1,1,0,1,1
5816,Cyrus3009,9,1,0,0,0,1,1,1,1,1,1,1,1,0
5817,anooshehsoren,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5818,ElhamNik87,6,1,1,0,0,1,1,1,1,0,0,0,0,0
5819,Salamanca2001,5,1,1,0,0,1,0,0,1,0,0,0,0,1
5820,Iranetanha61,5,1,1,0,0,1,0,0,1,0,0,1,0,0
5821,NazemManyjeh,8,1,0,0,0,1,1,1,1,1,0,1,0,1
5822,SinaOsivand,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5823,golbinrad,4,0,1,0,0,1,0,0,0,1,0,0,1,0
5824,sohrab_siyavosh,7,0,1,0,0,1,0,0,1,1,1,1,1,0
5825,ShayanArya97,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5826,sia_vash99,3,0,1,0,0,0,0,0,1,0,0,0,1,0
5827,mahso2812,7,0,1,0,0,1,1,0,1,1,0,1,1,0
5828,M_mhdys,5,0,1,0,0,1,1,0,0,0,0,0,1,1
5829,idontremind,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5830,anzhelaaryaie,7,0,1,0,0,1,1,0,0,1,0,1,1,1
5831,MozhganNazari7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5832,alborz8908,9,0,1,0,0,1,1,0,1,1,1,1,1,1
5833,KoroshKor79778,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5834,azad2561,3,0,1,0,0,0,0,0,1,1,0,0,0,0
5835,ana54357475,9,0,1,0,0,1,1,1,1,1,1,1,1,0
5836,rahairanshah,5,0,1,0,0,1,1,1,1,0,0,0,0,0
5837,viliamvallas,8,0,1,0,0,1,1,0,0,1,1,1,1,1
5838,AmirZare3920,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5839,Azita002,9,0,1,0,0,1,1,0,1,1,1,1,1,1
5840,soheil7and,5,0,1,0,0,0,0,0,0,1,1,0,1,1
5841,AryaMesh,2,0,1,0,0,0,1,0,0,0,0,0,0,0
5842,darkobbozi,2,0,1,0,0,0,0,1,0,0,0,0,0,0
5843,GuitaSharifi,5,0,1,0,0,1,0,1,1,1,0,0,0,0
5844,monlovchel,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5845,snrymy891191967,5,0,1,0,0,1,0,1,1,0,0,0,0,1
5846,Shaghayegh68l,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5847,Iraniam_2584,4,0,1,0,0,0,0,0,1,0,1,1,0,0
5848,Mehrsha51736117,3,0,1,0,0,1,0,0,1,0,0,0,0,0
5849,James2880767508,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5850,Nika20221005,2,0,1,0,0,0,0,0,0,0,0,0,1,0
5851,iran_adler,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5852,Rami_2580,5,0,1,0,0,1,1,1,0,0,0,0,0,1
5853,AlexAzParis,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5854,ashoob70340591,8,0,1,0,0,1,1,1,1,1,1,1,0,0
5855,hannahhassni,2,0,1,0,0,0,0,0,0,0,1,0,0,0
5856,Ahoorram,8,0,1,0,0,1,1,1,0,0,1,1,1,1
5857,Ghoghnuse_Iran,7,0,1,0,0,1,0,0,1,1,1,1,1,0
5858,IranBibi,3,0,1,0,0,1,1,0,0,0,0,0,0,0
5859,honrhep12,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5860,Tabrizi285279,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5861,pVS4Li851B3nb5B,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5862,MahbobehIrani,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5863,emwsaid,4,0,1,0,0,1,0,0,0,0,1,1,0,0
5864,ensan1985,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5865,mario_rossi24,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5866,Maahijourney,7,0,1,0,0,1,1,0,1,1,1,0,0,1
5867,xModsan,7,0,1,0,0,1,0,1,1,0,0,1,1,1
5868,iranbmollahs,3,0,1,0,0,1,0,0,1,0,0,0,0,0
5869,kiram2B8rahbari,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5870,Marsha1am,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5871,Edi_Maham,2,0,1,0,0,0,0,0,0,0,0,1,0,0
5872,Tonyzubair69,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5873,mahoor_sh_zad,8,0,1,0,0,1,1,1,1,1,0,1,0,1
5874,jebran1001,2,0,1,0,0,0,0,0,0,0,0,0,0,1
5875,mave37220316,4,0,1,0,0,1,0,0,0,0,0,1,0,1
5876,bigggfudge69,3,0,1,0,0,1,0,0,0,0,0,0,1,0
5877,HeraSafir,5,0,1,0,0,0,0,0,1,1,0,0,1,1
5878,TRahimi1160,5,0,1,0,0,1,1,0,0,0,1,1,0,0
5879,yadegar91328,5,0,1,0,0,1,1,0,1,0,0,0,0,1
5880,bigdeli_ha21069,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5881,MIGA_14Feb,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5882,Shiilhak,4,0,1,0,0,1,0,0,1,1,0,0,0,0
5883,Raha25260616,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5884,tahahormozan1,3,0,1,0,0,0,0,1,0,1,0,0,0,0
5885,mr7695,4,0,1,0,0,1,1,1,0,0,0,0,0,0
5886,AmirYou88,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5887,JTheFourth4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5888,PAUASIANUM,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5889,azarconcordia,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5890,libengin,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5891,sasa8644,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5892,fake9thdoctor,7,0,1,0,0,1,0,0,1,1,1,1,1,0
5893,bJalnxxDxWGrFqo,4,0,1,0,0,1,0,0,0,1,0,0,1,0
5894,Khastekhanum,6,0,1,0,0,0,0,0,1,1,1,1,0,1
5895,QueeniieHarley,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5896,IranDokhtt2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5897,AlexIranazad,3,0,1,0,0,0,0,0,0,1,0,1,0,0
5898,Asa64138,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5899,Farzandeir87222,5,0,1,0,0,0,0,0,1,1,1,0,1,0
5900,Elsa0k,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5901,erfan20222022,6,0,1,0,0,0,0,0,1,1,1,0,1,1
5902,shaghayegh_rzae,6,0,1,0,0,1,0,0,1,1,0,1,0,1
5903,fereshtehjfari,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5904,Sobhehroshan,8,0,1,0,0,1,1,0,1,1,0,1,1,1
5905,ghassemlouei,4,0,1,0,0,1,0,0,0,0,1,0,1,0
5906,Nasi6587,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5907,Au_CN2,7,0,1,0,0,1,0,0,1,1,1,1,1,0
5908,bahariran2022,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5909,Dr_am_O_O,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5910,MalahatMor,2,0,1,0,0,0,1,0,0,0,0,0,0,0
5911,110Shams,2,0,1,0,0,0,0,0,0,0,0,1,0,0
5912,nafasjanam,2,0,1,0,0,0,0,0,0,0,0,0,0,1
5913,Bingo21906209,4,0,1,0,0,1,1,0,0,1,0,0,0,0
5914,GOllataherloo13,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5915,sandali_miz,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5916,sarajvnd,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5917,FuckSalavati,5,0,1,0,0,1,1,1,0,1,0,0,0,0
5918,tooraj_yousefi,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5919,cyrusdaughter_,3,0,1,0,0,1,0,0,0,1,0,0,0,0
5920,InkAndForm,3,0,1,0,0,1,1,0,0,0,0,0,0,0
5921,alittle__cloud,5,0,1,0,0,0,0,0,1,1,0,1,1,0
5922,Patriottttcxhgd,5,0,1,0,0,0,0,1,1,0,1,0,1,0
5923,Nedaqr9,7,0,1,0,0,1,1,0,1,1,1,1,0,0
5924,1etihwretlaw,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5925,Bishamon569018,3,0,1,0,0,1,1,0,0,0,0,0,0,0
5926,iamIran2500,8,0,1,0,0,1,1,1,1,1,0,1,0,1
5927,mynyature,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5928,HamidRoseHamidi,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5929,simonsui1314,5,0,1,0,0,1,1,0,0,1,0,1,0,0
5930,FakharianMadjid,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5931,SarkariShahram,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5932,macyrn,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5933,ferferakam,6,0,1,0,0,0,1,0,0,0,1,1,1,1
5934,Abdulah995865,4,0,1,0,0,0,0,0,0,1,0,1,0,1
5935,Cyrus__Germany,5,0,1,0,0,0,0,0,1,1,0,1,1,0
5936,ToorajM23586,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5937,BaharIrani16,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5938,Nasi1330658,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5939,nabatlimoo,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5940,jawyd_airan688,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5941,Javidshah202620,7,0,1,0,0,1,1,1,1,0,1,1,0,0
5942,tourneh71267,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5943,vandad54936547,3,0,1,0,0,0,0,0,0,1,1,0,0,0
5944,ZRShiraz,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5945,Milidrug,2,0,1,0,0,0,0,1,0,0,0,0,0,0
5946,MohammadSa38524,2,0,1,0,0,0,0,0,0,0,0,1,0,0
5947,ark87666,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5948,MarchDream9864,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5949,JohnSmith1me,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5950,Laleh95109086,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5951,khaydalo,7,0,1,0,0,1,0,0,1,1,1,1,1,0
5952,ali_rezapersian,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5953,Iamnobody_8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5954,coolparty__,2,0,1,0,0,0,0,0,0,0,0,1,0,0
5955,shahariamehr,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5956,sophie_1sa,7,0,1,0,0,0,0,0,1,1,1,1,1,1
5957,Naghmeh_Azadii,6,0,1,0,0,1,0,1,0,0,0,1,1,1
5958,RezaShah123456,3,0,1,0,0,0,0,1,0,0,0,1,0,0
5959,saeedk1i,3,0,1,0,0,0,0,0,0,0,0,0,1,1
5960,rayat_parast,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5961,antwoon111,3,0,1,0,0,0,0,0,0,0,0,1,0,1
5962,ambaran2,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5963,This_is_Leila,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5964,Mehrnaz98918758,6,0,1,0,0,1,1,0,0,0,1,1,0,1
5965,khaleghezi3242,3,0,1,0,0,0,0,0,0,0,0,1,0,1
5966,0xaidaa,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5967,Alef121212,3,0,1,0,0,0,0,0,0,1,0,1,0,0
5968,az50626553,3,0,1,0,0,1,0,0,0,0,1,0,0,0
5969,Miiiikkkiii,7,0,1,0,0,1,0,0,0,1,1,1,1,1
5970,Navidzn1o,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5971,NortexWelding,2,0,1,0,0,0,0,0,0,1,0,0,0,0
5972,JavidShah1ran,5,0,1,0,0,1,0,0,1,1,0,1,0,0
5973,mehrshad0222,4,0,1,0,0,1,0,0,1,1,0,0,0,0
5974,samtavis54,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5975,SamNaader,5,0,1,0,0,1,0,0,1,1,0,1,0,0
5976,Irandoust99563,3,0,1,0,0,0,0,0,0,1,0,0,1,0
5977,mandelsonn,4,0,1,0,0,0,1,0,0,1,0,1,0,0
5978,nimaplle,10,0,1,0,0,1,1,1,1,1,1,1,1,1
5979,ghazalehjavadi,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5980,VaziriElaheh,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5981,holmes66222,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5982,Ghanari_A,4,0,1,0,0,1,0,0,0,1,0,0,0,1
5983,VatanamIRANAM20,2,0,1,0,0,0,0,0,1,0,0,0,0,0
5984,Lyla512280,3,0,1,0,0,1,0,0,0,0,0,0,1,0
5985,Elham228143,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5986,nela7sash,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5987,Helen24525,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5988,KhorshidO3665,4,0,1,0,0,1,0,0,0,0,1,0,1,0
5989,Farshid93488546,3,0,1,0,0,1,0,0,0,1,0,0,0,0
5990,Cxmswxr5k4Mitra,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5991,K1soloman,3,0,1,0,0,0,0,0,0,0,0,1,0,1
5992,Sisi788387,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5993,Azadii643,4,0,1,0,0,0,0,0,1,1,0,1,0,0
5994,PeggyDGM,3,0,1,0,0,0,0,0,1,0,0,0,1,0
5995,Arthur413133114,6,0,1,0,0,1,1,0,1,1,0,1,0,0
5996,Ester5938,8,0,1,0,0,1,1,1,0,1,1,1,1,0
5997,AmirAko25,3,0,1,0,0,0,0,0,0,0,0,1,1,0
5998,MassihaG,2,0,1,0,0,1,0,0,0,0,0,0,0,0
5999,ShafiniyaVahid,4,0,1,0,0,1,1,0,0,1,0,0,0,0
6000,IraneMan79075,9,0,1,0,0,1,1,0,1,1,1,1,1,1
6001,phlwy6244,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6002,Baharsammi,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6003,AmirTabari2030,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6004,NJahanbani97364,8,0,1,0,0,1,0,0,1,1,1,1,1,1
6005,81Jobah,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6006,Kellyisahero,7,0,1,0,0,0,1,1,1,1,1,0,1,0
6007,rm_oomid,4,0,1,0,0,0,0,0,1,1,0,0,0,1
6008,Fred112026,4,0,1,0,0,0,0,0,0,1,0,1,0,1
6009,mohamad77586936,3,0,1,0,0,1,0,0,0,0,0,0,0,1
6010,SalehiShima,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6011,Elmira4nus,3,0,1,0,0,1,0,0,0,0,0,1,0,0
6012,Cedar315894,10,0,1,0,0,1,1,1,1,1,1,1,1,1
6013,MaryFereid,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6014,shahin197979122,4,0,1,0,0,1,0,1,0,0,0,0,0,1
6015,Shekoo_radj,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6016,ncm06121804,4,0,1,0,0,0,1,0,1,0,0,0,1,0
6017,elanelanel,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6018,BaharNazy,4,0,1,0,0,1,0,0,0,0,0,0,1,1
6019,SaeedGh83111412,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6020,SarahT6587,6,0,1,0,0,1,1,0,1,1,0,0,0,1
6021,SBYT81,3,0,1,0,0,1,0,0,0,0,0,0,0,1
6022,Mandana504,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6023,ShahintajB,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6024,SamFeryNL,2,0,1,0,0,0,0,0,0,0,0,0,1,0
6025,YarandiMaryam,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6026,Farzaneh_rt,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6027,nooroozroz,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6028,majidabdolvand,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6029,juli19811981,3,0,1,0,0,0,1,0,0,1,0,0,0,0
6030,Vittoria_2584,3,0,1,0,0,0,0,0,0,0,1,1,0,0
6031,ShahiArmita,2,0,1,0,0,0,0,0,0,0,0,0,0,1
6032,Afsaneh52,5,0,1,0,0,1,0,0,1,1,0,0,0,1
6033,Nilnilgun1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
6034,Parisa273981,2,0,1,0,0,0,0,0,1,0,0,0,0,0
6035,ak8follow,3,0,1,0,0,1,0,0,0,0,0,1,0,0
6036,firifirzi,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6037,eli2179,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6038,AVA1966570,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6039,MahramFarideh,2,0,1,0,0,0,0,0,0,1,0,0,0,0
6040,Mahdi19921372,2,0,1,0,0,0,0,0,0,1,0,0,0,0
6041,Mary1fji,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6042,Iranking2585,4,0,1,0,0,0,0,0,1,1,0,1,0,0
6043,Jaghi1401,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6044,ShakheNobat,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6045,Omid6644930281,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6046,NoorPiroozi19,2,0,1,0,0,0,1,0,0,0,0,0,0,0
6047,Hamirostampour,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6048,Choobin4288,3,0,1,0,0,1,0,0,0,1,0,0,0,0
6049,for37054,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6050,Tyche2019,3,0,1,0,0,0,1,0,0,0,0,1,0,0
6051,Gurdpahlavi,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6052,zirimirak,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6053,StrategicSuz,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6054,shams_nazanin,3,0,1,0,0,1,0,0,0,0,0,1,0,0
6055,ImmortalPersian,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6056,MaghsoudMehdi,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6057,Navidshahi6702,9,0,1,0,0,1,1,0,1,1,1,1,1,1
6058,SavakiMrH,5,0,1,0,0,1,0,0,1,1,1,0,0,0
6059,Amandazlep,7,0,1,0,0,0,1,1,0,1,1,1,1,0
6060,Bashothegirl,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6061,AkramGholi,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6062,vivokingman,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6063,Rebeka44225869,5,0,1,0,0,0,0,0,0,1,1,1,1,0
6064,sabaihomes,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6065,horsemen77620,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6066,Mafiazojqbx,6,0,1,0,0,1,1,1,0,0,0,0,1,1
6067,TAS1053679,1,0,1,0,0,0,0,0,0,0,0,0,0,0
